accuracy:0.9924879670143127 time:2263608 mandolin.mx.trainer.initial-learning-rate:0.018218214316365534 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:160 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.11348157376050949 time:1500436 mandolin.mx.trainer.initial-learning-rate:0.049866837328823306 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.09546370804309845 time:1807756 mandolin.mx.trainer.initial-learning-rate:0.08064564447648574 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:160 mandolin.trainer.num-epochs:100 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9922876358032227 time:2185917 mandolin.mx.trainer.initial-learning-rate:0.01867762509650689 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.9921875 time:2893523 mandolin.mx.trainer.initial-learning-rate:0.06605610512282253 mandolin.mx.specification.fcFinal.num_hidden:500 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:relu
accuracy:0.9880809187889099 time:4349766 mandolin.mx.trainer.initial-learning-rate:0.07494393376461579 mandolin.mx.specification.fcFinal.num_hidden:500 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.9924879670143127 time:2917004 mandolin.mx.trainer.initial-learning-rate:0.018104838834479373 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9907670617103577 time:679509 mandolin.mx.trainer.initial-learning-rate:0.0667126125945207 mandolin.mx.specification.fcFinal.num_hidden:500 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9906655550003052 time:676027 mandolin.mx.trainer.initial-learning-rate:0.017824578097864443 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9922876358032227 time:2880533 mandolin.mx.trainer.initial-learning-rate:0.08014866376819019 mandolin.mx.specification.fcFinal.num_hidden:600 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:100 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:relu
accuracy:0.9929991960525513 time:1652205 mandolin.mx.trainer.initial-learning-rate:0.0441518097392158 mandolin.mx.specification.fcFinal.num_hidden:600 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:140 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.11348157376050949 time:7104007 mandolin.mx.trainer.initial-learning-rate:0.09901780428963534 mandolin.mx.specification.fcFinal.num_hidden:600 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:160 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9918870329856873 time:4555892 mandolin.mx.trainer.initial-learning-rate:0.09227563801816288 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9918870329856873 time:778793 mandolin.mx.trainer.initial-learning-rate:0.02691690304372777 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:192 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.9581330418586731 time:2604377 mandolin.mx.trainer.initial-learning-rate:0.003032736041142306 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:192 mandolin.trainer.num-epochs:140 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:tanh
accuracy:0.5636017918586731 time:2524699 mandolin.mx.trainer.initial-learning-rate:0.07375793890223134 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:128 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.9914863705635071 time:2611315 mandolin.mx.trainer.initial-learning-rate:0.09786750117970006 mandolin.mx.specification.fcFinal.num_hidden:600 mandolin.trainer.mini-batch-size:192 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9915322661399841 time:911428 mandolin.mx.trainer.initial-learning-rate:0.0934199140081864 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:160 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:tanh
accuracy:0.08914262801408768 time:30634298 mandolin.mx.trainer.initial-learning-rate:0.08125967247067829 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.10316506773233414 time:3619945 mandolin.mx.trainer.initial-learning-rate:0.00751426346692937 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:80 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9924879670143127 time:1353230 mandolin.mx.trainer.initial-learning-rate:0.020140385164354714 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:96 mandolin.trainer.num-epochs:80 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:relu
accuracy:0.9917868375778198 time:2403205 mandolin.mx.trainer.initial-learning-rate:0.018615927289734716 mandolin.mx.specification.fcFinal.num_hidden:500 mandolin.trainer.mini-batch-size:128 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9917868375778198 time:1854810 mandolin.mx.trainer.initial-learning-rate:0.009833186640025516 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:128 mandolin.trainer.num-epochs:100 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:tanh
accuracy:0.10096153616905212 time:5108661 mandolin.mx.trainer.initial-learning-rate:0.07003164694612277 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:160 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9913862347602844 time:1993833 mandolin.mx.trainer.initial-learning-rate:0.04012170295001277 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.08959009498357773 time:3712656 mandolin.mx.trainer.initial-learning-rate:0.099662878049775 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9914863705635071 time:1834639 mandolin.mx.trainer.initial-learning-rate:0.07215212128791738 mandolin.mx.specification.fcFinal.num_hidden:600 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:100 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9915865659713745 time:1724783 mandolin.mx.trainer.initial-learning-rate:0.024977230973749622 mandolin.mx.specification.fcFinal.num_hidden:500 mandolin.trainer.mini-batch-size:192 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9916867017745972 time:1054427 mandolin.mx.trainer.initial-learning-rate:0.0972497845306246 mandolin.mx.specification.fcFinal.num_hidden:400 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:tanh
accuracy:0.9907852411270142 time:2107069 mandolin.mx.trainer.initial-learning-rate:0.08054597534466873 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:120 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.8479099273681641 time:3749952 mandolin.mx.trainer.initial-learning-rate:0.08656646173825172 mandolin.mx.specification.fcFinal.num_hidden:800 mandolin.trainer.mini-batch-size:224 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:adam mandolin.mx.specification.act1.act_type:relu mandolin.mx.specification.act2.act_type:relu
accuracy:0.9924879670143127 time:892526 mandolin.mx.trainer.initial-learning-rate:0.07747283614722555 mandolin.mx.specification.fcFinal.num_hidden:300 mandolin.trainer.mini-batch-size:128 mandolin.trainer.num-epochs:60 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9927884340286255 time:3906567 mandolin.mx.trainer.initial-learning-rate:0.03733248492275804 mandolin.mx.specification.fcFinal.num_hidden:600 mandolin.trainer.mini-batch-size:64 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:nag mandolin.mx.specification.act1.act_type:tanh mandolin.mx.specification.act2.act_type:sigmoid
accuracy:0.9905849099159241 time:5075969 mandolin.mx.trainer.initial-learning-rate:0.03692154856310851 mandolin.mx.specification.fcFinal.num_hidden:700 mandolin.trainer.mini-batch-size:32 mandolin.trainer.num-epochs:180 mandolin.mx.train.optimizer:sgd mandolin.mx.specification.act1.act_type:sigmoid mandolin.mx.specification.act2.act_type:sigmoid
